,KEY,DATETIME,ID,NAME,Wind_Speed_24,VMAX,LAT,LON,PER,SHRD,D200,RHLO,SDBT,POT,PC2,SHRD2,SHRG,DIVC,U200,EPSS,ENSS,TPWC,PC1,SDBT2,TBMX,RSST,storm name,landfall date,damage ranke,current damage($ 2020),base damage,landfall state,category,winds(MPH)
4781,ALEX-1998,1998-07-30 18:00:00,AL011998,ALEX,40.0,45.0,15.1,-46.1,5.0,7.9,43.0,68.0,13.500000199999997,-84.0,-53.0,12.3,18.8,31.0,-5.6,2.3,2.6,57.4,15.0,253.0,-69.2,27.5,,,,,,,,
4782,ALEX-1998,1998-07-31 00:00:00,AL011998,ALEX,35.0,45.0,15.4,-47.1,5.0,6.9,51.0,66.0,23.10000034,-84.0,-21.0,11.5,22.4,43.0,-9.5,2.6,2.5,57.7,15.0,316.0,-59.9,27.6,,,,,,,,
4783,ALEX-1998,1998-07-31 06:00:00,AL011998,ALEX,35.0,45.0,15.6,-48.1,0.0,10.1,51.0,67.0,19.70000029,-88.0,2.0,12.8,22.6,37.0,-11.5,2.5,2.7,56.2,15.0,310.0,-42.1,27.7,,,,,,,,
4784,ALEX-1998,1998-07-31 12:00:00,AL011998,ALEX,40.0,45.0,15.7,-49.2,0.0,9.1,28.0,68.0,30.20000045,-87.0,79.0,12.7,20.2,28.0,-10.1,2.4,2.8,57.2,15.0,294.0,-22.4,27.8,,,,,,,,
4785,ALEX-1998,1998-07-31 18:00:00,AL011998,ALEX,40.0,40.0,15.8,-50.4,-5.0,9.5,-6.0,68.0,13.00000019,-91.0,167.0,11.0,22.4,20.0,-13.0,2.7,2.8,58.1,15.0,220.0,18.6,27.8,,,,,,,,
4786,ALEX-1998,1998-08-01 00:00:00,AL011998,ALEX,35.0,35.0,15.9,-51.7,-10.0,15.7,-20.0,70.0,17.30000026,-101.0,192.0,15.2,27.5,-17.0,-11.8,3.3,2.6,55.8,15.0,237.0,19.5,28.1,,,,,,,,
4787,ALEX-1998,1998-08-01 06:00:00,AL011998,ALEX,35.0,35.0,16.3,-53.1,-5.0,15.5,-12.0,70.0,31.70000047,-105.0,100.0,16.9,30.1,-26.0,-7.5,3.8,2.5,55.3,15.0,319.0,-36.7,28.3,,,,,,,,
4788,ALEX-1998,1998-08-01 12:00:00,AL011998,ALEX,35.0,40.0,16.9,-54.3,5.0,20.3,4.0,69.0,19.00000028,-101.0,187.0,18.1,30.5,-11.0,-4.5,3.5,2.6,53.3,15.0,248.0,9.0,28.4,,,,,,,,
4789,ALEX-1998,1998-08-01 18:00:00,AL011998,ALEX,30.0,40.0,17.7,-55.4,5.0,18.1,-2.0,66.0,27.40000041,-100.0,55.0,15.8,29.8,9.0,-4.3,3.9,2.6,54.4,15.0,365.0,-19.0,28.5,,,,,,,,
4790,ALEX-1998,1998-08-02 00:00:00,AL011998,ALEX,,35.0,18.4,-56.5,-5.0,20.7,-9.0,66.0,15.60000023,-103.0,183.0,18.2,32.3,25.0,-2.1,4.4,2.5,50.5,15.0,286.0,12.7,28.5,,,,,,,,
4791,ALEX-1998,1998-08-02 06:00:00,AL011998,ALEX,,35.0,19.0,-57.7,-5.0,21.4,-15.0,64.0,5.900000088,-105.0,226.0,18.8,30.8,20.0,3.3,4.6,2.4,48.8,15.0,186.0,19.2,28.6,,,,,,,,
4792,ALEX-1998,1998-08-02 12:00:00,AL011998,ALEX,,35.0,19.9,-58.6,0.0,24.4,-43.0,67.0,11.30000017,-105.0,228.0,19.3,23.6,-2.0,3.2,4.3,2.6,48.1,15.0,218.0,17.7,28.6,,,,,,,,
4793,ALEX-1998,1998-08-02 18:00:00,AL011998,ALEX,,30.0,21.0,-59.3,-5.0,18.1,-11.0,65.0,,-110.0,,16.0,23.9,-4.0,2.7,4.0,2.7,49.3,,,,28.5,,,,,,,,
4794,BONN-1998,1998-08-19 12:00:00,AL021998,BONN,35.0,25.0,14.7,-48.1,,4.4,143.0,74.0,,-115.0,,7.7,15.8,145.0,-24.1,3.3,2.3,57.6,,,,28.4,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4795,BONN-1998,1998-08-19 18:00:00,AL021998,BONN,35.0,30.0,15.4,-50.1,,14.0,112.0,74.0,14.50000022,-105.0,-53.0,11.8,17.7,143.0,-26.7,4.2,2.2,59.6,15.0,233.0,-49.8,28.4,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4796,BONN-1998,1998-08-20 00:00:00,AL021998,BONN,40.0,30.0,16.2,-52.2,5.0,10.8,105.0,73.0,23.70000035,-108.0,34.0,12.2,17.9,114.0,-27.3,4.4,2.1,60.0,15.0,244.0,-12.5,28.6,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4797,BONN-1998,1998-08-20 06:00:00,AL021998,BONN,45.0,30.0,16.9,-54.7,0.0,1.2,83.0,73.0,25.70000038,-112.0,-34.0,8.4,17.2,78.0,-24.7,4.3,2.1,62.3,15.0,338.0,-44.5,28.8,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4798,BONN-1998,1998-08-20 12:00:00,AL021998,BONN,50.0,35.0,17.3,-57.3,5.0,7.9,47.0,72.0,23.20000035,-110.0,-4.0,8.7,11.8,32.0,-24.9,3.5,2.3,62.2,15.0,300.0,-7.9,28.9,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4799,BONN-1998,1998-08-20 18:00:00,AL021998,BONN,55.0,35.0,18.2,-59.6,5.0,14.1,60.0,71.0,18.10000027,-108.0,-47.0,14.5,16.1,56.0,-24.1,4.0,2.3,60.9,15.0,243.0,-43.3,29.0,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4800,BONN-1998,1998-08-21 00:00:00,AL021998,BONN,65.0,40.0,18.7,-61.3,5.0,10.2,60.0,69.0,16.10000024,-97.0,-43.0,14.0,19.0,64.0,-25.2,4.9,2.2,62.0,15.0,221.0,-43.5,29.0,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4801,BONN-1998,1998-08-21 06:00:00,AL021998,BONN,70.0,45.0,19.1,-62.9,10.0,10.3,23.0,67.0,25.90000039,-92.0,-3.0,8.1,11.3,30.0,-23.1,5.2,2.1,63.1,15.0,308.0,-48.5,29.0,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4802,BONN-1998,1998-08-21 12:00:00,AL021998,BONN,75.0,50.0,19.5,-64.5,10.0,7.4,42.0,68.0,25.20000038,-89.0,5.0,6.4,10.8,21.0,-20.5,5.3,2.0,62.9,15.0,320.0,-63.1,29.1,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4803,BONN-1998,1998-08-21 18:00:00,AL021998,BONN,85.0,55.0,20.3,-65.9,10.0,9.1,55.0,69.0,19.50000029,-78.0,-81.0,10.4,14.3,76.0,-19.5,6.0,2.1,66.5,15.0,321.0,-74.5,29.1,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4804,BONN-1998,1998-08-22 00:00:00,AL021998,BONN,90.0,65.0,21.1,-67.3,15.0,1.5,31.0,67.0,12.90000019,-77.0,-143.0,5.0,12.6,54.0,-13.0,5.1,2.0,66.1,15.0,218.0,-79.3,29.5,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4805,BONN-1998,1998-08-22 06:00:00,AL021998,BONN,95.0,70.0,21.8,-68.7,15.0,7.9,9.0,67.0,8.000000119,-70.0,-145.0,8.8,16.1,19.0,-4.5,5.1,2.0,69.0,15.0,139.0,-74.0,29.4,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4806,BONN-1998,1998-08-22 12:00:00,AL021998,BONN,100.0,75.0,22.3,-69.8,10.0,1.1,27.0,70.0,6.100000091,-64.0,-169.0,6.2,12.9,17.0,-4.8,6.5,2.0,68.9,15.0,103.0,-74.3,29.5,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4807,BONN-1998,1998-08-22 18:00:00,AL021998,BONN,100.0,85.0,23.0,-70.5,15.0,8.1,70.0,67.0,3.9000000580000003,-52.0,-178.0,9.4,13.7,79.0,1.0,7.1,2.2,71.1,15.0,80.0,-73.6,29.6,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4808,BONN-1998,1998-08-23 00:00:00,AL021998,BONN,100.0,90.0,23.4,-71.0,15.0,15.7,20.0,69.0,5.800000086,-45.0,-156.0,16.5,17.5,17.0,7.5,7.5,2.0,71.4,15.0,124.0,-59.1,29.6,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4809,BONN-1998,1998-08-23 06:00:00,AL021998,BONN,100.0,95.0,23.8,-71.3,10.0,25.2,4.0,68.0,9.100000136,-43.0,-143.0,24.8,26.1,21.0,13.3,7.2,1.8,70.5,15.0,166.0,-53.1,29.7,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4810,BONN-1998,1998-08-23 12:00:00,AL021998,BONN,100.0,100.0,24.1,-71.5,10.0,22.7,45.0,69.0,10.00000015,-41.0,-131.0,24.2,28.8,30.0,9.6,7.0,1.8,71.2,15.0,174.0,-31.3,29.7,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4811,BONN-1998,1998-08-23 18:00:00,AL021998,BONN,100.0,100.0,24.4,-71.7,5.0,21.7,85.0,66.0,7.40000011,-42.0,-114.0,24.8,31.1,101.0,12.9,6.5,2.2,73.0,15.0,159.0,-61.7,29.8,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4812,BONN-1998,1998-08-24 00:00:00,AL021998,BONN,100.0,100.0,24.8,-71.8,0.0,27.2,108.0,64.0,9.800000146,-45.0,-130.0,29.1,37.0,128.0,16.9,5.4,2.1,69.6,15.0,167.0,-65.2,29.8,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4813,BONN-1998,1998-08-24 06:00:00,AL021998,BONN,100.0,100.0,25.2,-72.1,0.0,24.3,83.0,63.0,6.700000099999999,-49.0,-139.0,29.1,38.7,75.0,18.0,5.3,2.0,69.2,15.0,170.0,-74.3,29.9,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4814,BONN-1998,1998-08-24 12:00:00,AL021998,BONN,100.0,100.0,25.6,-72.4,0.0,32.0,76.0,68.0,6.200000092000001,-47.0,-141.0,31.3,41.4,77.0,20.5,6.4,2.1,70.7,15.0,139.0,-66.4,29.9,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4815,BONN-1998,1998-08-24 18:00:00,AL021998,BONN,100.0,100.0,26.1,-72.8,0.0,25.5,64.0,64.0,7.40000011,-45.0,-133.0,27.6,34.4,57.0,17.3,6.7,2.4,70.2,15.0,110.0,-65.1,30.0,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4816,BONN-1998,1998-08-25 00:00:00,AL021998,BONN,100.0,100.0,26.9,-73.2,0.0,29.8,44.0,65.0,13.200000199999998,-48.0,-96.0,27.6,32.0,29.0,18.0,6.8,2.2,68.1,15.0,217.0,-71.9,30.1,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4817,BONN-1998,1998-08-25 06:00:00,AL021998,BONN,100.0,100.0,27.8,-73.8,0.0,19.8,39.0,66.0,18.60000028,-48.0,-43.0,25.0,33.6,65.0,13.5,6.4,2.3,67.5,15.0,253.0,-48.6,30.0,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4818,BONN-1998,1998-08-25 12:00:00,AL021998,BONN,100.0,100.0,28.8,-74.7,0.0,15.8,73.0,63.0,15.90000024,-48.0,-4.0,20.2,33.4,96.0,9.2,5.9,2.3,70.8,15.0,219.0,-3.3,29.9,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4819,BONN-1998,1998-08-25 18:00:00,AL021998,BONN,100.0,100.0,29.8,-75.6,0.0,9.2,72.0,66.0,10.80000016,-45.0,-29.0,13.2,22.1,85.0,3.0,5.0,3.2,70.4,15.0,178.0,-53.6,29.7,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4820,BONN-1998,1998-08-26 00:00:00,AL021998,BONN,95.0,100.0,30.8,-76.4,0.0,5.5,86.0,64.0,12.40000018,-48.0,-31.0,13.3,18.8,76.0,4.5,3.2,4.0,70.1,15.0,142.0,-29.8,29.6,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4821,BONN-1998,1998-08-26 06:00:00,AL021998,BONN,85.0,100.0,31.7,-77.3,0.0,5.8,70.0,57.0,13.90000021,-40.0,-40.0,11.3,19.2,62.0,5.6,0.7,5.9,71.4,15.0,148.0,-42.9,29.2,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4822,BONN-1998,1998-08-26 12:00:00,AL021998,BONN,75.0,100.0,32.7,-77.8,0.0,7.7,66.0,58.0,14.30000021,-28.0,-56.0,8.2,20.7,79.0,7.1,0.2,6.5,69.2,15.0,195.0,-24.5,28.7,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4823,BONN-1998,1998-08-26 18:00:00,AL021998,BONN,60.0,100.0,33.4,-77.8,0.0,3.9,37.0,58.0,6.400000095,-16.0,-104.0,5.9,20.3,30.0,7.4,3.1,5.1,67.9,15.0,107.0,-51.1,28.4,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4824,BONN-1998,1998-08-27 00:00:00,AL021998,BONN,65.0,95.0,34.0,-77.7,-5.0,8.3,-3.0,54.0,8.300000124,-19.0,-68.0,11.3,17.5,5.0,12.3,1.8,5.3,68.5,15.0,126.0,-55.8,28.2,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4825,BONN-1998,1998-08-27 06:00:00,AL021998,BONN,75.0,85.0,34.5,-77.5,-15.0,6.4,-6.0,55.0,13.600000199999998,-12.0,-27.0,12.5,21.4,-1.0,13.1,0.0,8.0,66.8,15.0,158.0,-57.1,28.0,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4826,BONN-1998,1998-08-27 12:00:00,AL021998,BONN,65.0,75.0,34.9,-77.1,,5.7,27.0,57.0,8.000000119,-17.0,-32.0,9.7,22.7,23.0,11.7,0.0,8.3,67.5,15.0,129.0,-64.1,27.6,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4827,BONN-1998,1998-08-27 18:00:00,AL021998,BONN,60.0,60.0,35.4,-76.6,,4.4,16.0,57.0,10.30000015,-21.0,-18.0,9.2,17.6,48.0,12.3,0.6,5.7,65.4,15.0,169.0,-54.0,26.9,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4828,BONN-1998,1998-08-28 00:00:00,AL021998,BONN,45.0,65.0,35.8,-75.9,,11.3,-18.0,59.0,14.80000022,-10.0,23.0,13.4,23.6,39.0,14.3,0.4,5.9,66.5,15.0,184.0,-13.6,26.7,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4829,BONN-1998,1998-08-28 06:00:00,AL021998,BONN,45.0,75.0,36.2,-75.1,,12.6,-39.0,60.0,15.50000023,0.0,21.0,18.5,31.3,-6.0,14.7,0.0,8.7,65.8,15.0,206.0,3.1,26.6,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4830,BONN-1998,1998-08-28 12:00:00,AL021998,BONN,45.0,65.0,36.7,-74.3,0.0,14.4,-45.0,57.0,14.50000022,-7.0,59.0,18.0,27.9,-45.0,14.5,0.0,8.9,65.3,15.0,190.0,-1.7,26.3,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4831,BONN-1998,1998-08-28 18:00:00,AL021998,BONN,45.0,60.0,37.3,-73.2,-15.0,3.6,-45.0,55.0,15.70000023,-4.0,58.0,10.4,19.4,-37.0,14.7,0.1,5.9,66.8,15.0,186.0,-12.6,25.8,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4832,BONN-1998,1998-08-29 00:00:00,AL021998,BONN,45.0,45.0,38.3,-71.4,-20.0,10.9,-25.0,57.0,16.00000024,-14.0,100.0,17.0,27.4,-29.0,23.8,0.0,6.9,62.1,15.0,192.0,-5.1,25.4,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4833,BONN-1998,1998-08-29 06:00:00,AL021998,BONN,45.0,45.0,39.2,-69.6,-15.0,20.6,19.0,62.0,16.00000024,11.0,85.0,26.0,34.9,15.0,34.4,0.0,9.3,64.7,15.0,224.0,-17.4,24.0,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4834,BONN-1998,1998-08-29 12:00:00,AL021998,BONN,45.0,45.0,40.2,-67.8,0.0,24.2,79.0,65.0,17.40000026,26.0,78.0,32.5,41.9,95.0,43.3,0.0,9.9,60.1,15.0,276.0,0.2,22.6,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4835,BONN-1998,1998-08-29 18:00:00,AL021998,BONN,,45.0,41.6,-64.8,0.0,29.6,78.0,65.0,19.10000028,42.0,89.0,37.9,47.5,65.0,50.9,0.0,11.1,57.7,15.0,289.0,4.4,20.9,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4836,BONN-1998,1998-08-30 00:00:00,AL021998,BONN,,45.0,42.9,-61.5,0.0,36.8,72.0,69.0,22.20000033,38.0,121.0,44.0,56.4,68.0,57.0,0.0,15.6,51.6,15.0,256.0,2.1,20.8,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4837,BONN-1998,1998-08-30 06:00:00,AL021998,BONN,,45.0,44.3,-57.0,0.0,48.7,55.0,67.0,11.10000017,31.0,135.0,54.2,67.0,76.0,67.3,0.0,19.9,45.9,15.0,209.0,6.5,19.4,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4838,BONN-1998,1998-08-30 12:00:00,AL021998,BONN,,45.0,44.5,-53.5,0.0,53.6,44.0,65.0,4.800000072,29.0,183.0,53.6,66.3,52.0,67.9,0.0,19.9,39.4,15.0,100.0,11.6,19.4,Bonnie,"Aug 26,1998",92.0,2410000000.0,720000000.0,NC,2,110.0
4839,CHAR-1998,1998-08-21 06:00:00,AL031998,CHAR,60.0,25.0,25.3,-92.3,,5.6,12.0,74.0,28.60000043,-139.0,58.0,4.6,11.7,17.0,-9.8,5.1,2.4,64.8,15.0,281.0,-33.1,30.8,Charley,"Aug 22,1998",194.0,120000000.0,50000000.0,TX,TS,45.0
4840,CHAR-1998,1998-08-21 12:00:00,AL031998,CHAR,35.0,30.0,25.4,-93.8,,6.7,-5.0,77.0,30.70000046,-133.0,45.0,0.9,11.5,-2.0,-9.4,4.2,2.2,64.3,15.0,359.0,-11.3,30.5,Charley,"Aug 22,1998",194.0,120000000.0,50000000.0,TX,TS,45.0
4841,CHAR-1998,1998-08-21 18:00:00,AL031998,CHAR,30.0,40.0,26.0,-94.5,15.0,14.1,30.0,75.0,25.90000039,-117.0,-7.0,8.4,15.2,23.0,-11.1,4.9,3.3,64.4,15.0,299.0,-33.0,30.4,Charley,"Aug 22,1998",194.0,120000000.0,50000000.0,TX,TS,45.0
4842,CHAR-1998,1998-08-22 00:00:00,AL031998,CHAR,25.0,45.0,26.8,-95.4,15.0,14.5,38.0,73.0,25.00000037,-96.0,1.0,10.3,15.5,40.0,-10.6,4.6,3.9,65.2,15.0,274.0,-16.0,29.5,Charley,"Aug 22,1998",194.0,120000000.0,50000000.0,TX,TS,45.0
4843,CHAR-1998,1998-08-22 06:00:00,AL031998,CHAR,20.0,60.0,27.5,-96.5,20.0,7.3,23.0,72.0,25.90000039,-81.0,-13.0,8.3,10.4,37.0,-6.8,2.1,3.6,64.8,15.0,333.0,-55.8,29.0,Charley,"Aug 22,1998",194.0,120000000.0,50000000.0,TX,TS,45.0
4844,CHAR-1998,1998-08-22 12:00:00,AL031998,CHAR,20.0,35.0,27.9,-97.4,,15.3,-12.0,76.0,22.60000034,-103.0,-30.0,9.6,12.3,-16.0,-2.6,1.2,3.5,65.1,15.0,314.0,-56.8,28.8,Charley,"Aug 22,1998",194.0,120000000.0,50000000.0,TX,TS,45.0
4845,CHAR-1998,1998-08-22 18:00:00,AL031998,CHAR,20.0,30.0,28.3,-98.1,,11.5,-1.0,75.0,21.20000032,-108.0,22.0,7.6,9.4,0.0,-3.6,3.7,5.2,62.9,15.0,245.0,-13.8,29.1,Charley,"Aug 22,1998",194.0,120000000.0,50000000.0,TX,TS,45.0
4846,CHAR-1998,1998-08-23 00:00:00,AL031998,CHAR,20.0,25.0,28.5,-98.7,,10.4,13.0,70.0,14.40000021,-109.0,20.0,9.4,11.2,24.0,-1.0,4.5,5.7,63.7,15.0,209.0,-39.9,29.3,Charley,"Aug 22,1998",194.0,120000000.0,50000000.0,TX,TS,45.0
4847,CHAR-1998,1998-08-23 06:00:00,AL031998,CHAR,,20.0,28.7,-99.3,,11.7,23.0,72.0,15.10000023,-124.0,64.0,7.7,12.8,23.0,0.1,3.4,3.6,65.3,15.0,151.0,-31.2,29.5,Charley,"Aug 22,1998",194.0,120000000.0,50000000.0,TX,TS,45.0
4848,CHAR-1998,1998-08-23 12:00:00,AL031998,CHAR,,20.0,28.8,-99.9,,12.1,-5.0,77.0,24.10000036,-130.0,65.0,8.4,15.4,0.0,4.6,2.7,2.8,66.9,15.0,262.0,-41.6,29.6,Charley,"Aug 22,1998",194.0,120000000.0,50000000.0,TX,TS,45.0
4849,CHAR-1998,1998-08-23 18:00:00,AL031998,CHAR,,20.0,29.1,-100.6,,3.5,-8.0,71.0,18.10000027,-117.0,76.0,5.2,10.8,-9.0,1.2,6.0,6.6,67.3,15.0,207.0,-33.5,29.7,Charley,"Aug 22,1998",194.0,120000000.0,50000000.0,TX,TS,45.0
4850,CHAR-1998,1998-08-24 00:00:00,AL031998,CHAR,,20.0,29.4,-101.2,,13.4,22.0,65.0,,-107.0,,12.2,14.0,29.0,7.5,7.7,8.4,67.1,,,,29.8,Charley,"Aug 22,1998",194.0,120000000.0,50000000.0,TX,TS,45.0
4851,DANI-1998,1998-08-24 06:00:00,AL041998,DANI,50.0,25.0,13.4,-34.3,,5.4,78.0,75.0,16.70000025,-104.0,-30.0,5.5,16.6,77.0,-14.1,3.1,2.1,65.6,15.0,227.0,-51.9,27.7,,,,,,,,
4852,DANI-1998,1998-08-24 12:00:00,AL041998,DANI,65.0,30.0,13.8,-36.1,,6.5,67.0,70.0,14.30000021,-96.0,-32.0,7.9,17.0,67.0,-15.4,2.4,2.5,63.6,15.0,234.0,-64.8,27.6,,,,,,,,
4853,DANI-1998,1998-08-24 18:00:00,AL041998,DANI,75.0,35.0,14.2,-37.9,10.0,7.1,58.0,70.0,8.900000132999999,-90.0,-61.0,11.2,18.2,56.0,-15.7,2.6,2.5,59.5,15.0,164.0,-67.3,27.6,,,,,,,,
4854,DANI-1998,1998-08-25 00:00:00,AL041998,DANI,80.0,40.0,14.8,-39.8,10.0,7.4,52.0,72.0,17.70000026,-79.0,-19.0,10.3,16.8,72.0,-14.8,3.3,2.2,58.5,15.0,188.0,-58.9,27.4,,,,,,,,
4855,DANI-1998,1998-08-25 06:00:00,AL041998,DANI,90.0,50.0,15.3,-41.6,15.0,1.7,37.0,70.0,12.70000019,-67.0,-16.0,5.2,12.9,41.0,-14.4,3.2,2.2,60.2,15.0,190.0,-64.0,27.3,,,,,,,,
4856,DANI-1998,1998-08-25 12:00:00,AL041998,DANI,85.0,65.0,16.2,-43.3,25.0,5.2,17.0,71.0,10.20000015,-50.0,-16.0,9.0,16.6,24.0,-11.6,3.0,2.2,63.5,15.0,191.0,-57.4,27.2,,,,,,,,
4857,DANI-1998,1998-08-25 18:00:00,AL041998,DANI,80.0,75.0,16.9,-45.3,25.0,9.5,29.0,70.0,8.70000013,-41.0,-64.0,11.7,20.8,29.0,-10.1,2.8,2.4,62.5,15.0,155.0,-64.5,27.3,,,,,,,,
4858,DANI-1998,1998-08-26 00:00:00,AL041998,DANI,80.0,80.0,17.6,-47.3,15.0,10.4,37.0,67.0,8.800000131000001,-40.0,-87.0,13.0,25.4,36.0,-9.0,2.7,2.4,61.2,15.0,146.0,-72.7,27.5,,,,,,,,
4859,DANI-1998,1998-08-26 06:00:00,AL041998,DANI,85.0,90.0,18.4,-49.1,15.0,8.4,53.0,67.0,8.70000013,-37.0,-93.0,12.3,25.4,58.0,-8.9,2.9,2.5,60.5,15.0,196.0,-70.3,27.8,,,,,,,,
4860,DANI-1998,1998-08-26 12:00:00,AL041998,DANI,90.0,85.0,19.1,-51.1,5.0,9.7,42.0,64.0,7.200000107,-46.0,-94.0,14.6,25.1,38.0,-7.0,2.5,2.7,61.0,15.0,159.0,-71.6,28.0,,,,,,,,
4861,DANI-1998,1998-08-26 18:00:00,AL041998,DANI,85.0,80.0,19.7,-52.8,-10.0,17.3,50.0,67.0,6.400000095,-49.0,-99.0,18.5,25.3,41.0,-5.3,3.4,2.5,62.4,15.0,111.0,-63.7,28.1,,,,,,,,
4862,DANI-1998,1998-08-27 00:00:00,AL041998,DANI,80.0,80.0,20.1,-54.9,-5.0,14.6,73.0,65.0,12.00000018,-47.0,-76.0,17.2,24.3,71.0,-5.1,4.3,2.4,61.5,15.0,240.0,-73.0,28.2,,,,,,,,
4863,DANI-1998,1998-08-27 06:00:00,AL041998,DANI,80.0,85.0,20.6,-56.7,5.0,10.3,17.0,64.0,9.40000014,-45.0,-99.0,15.6,23.5,12.0,-6.5,4.5,2.4,63.3,15.0,242.0,-71.2,28.3,,,,,,,,
4864,DANI-1998,1998-08-27 12:00:00,AL041998,DANI,80.0,90.0,21.2,-58.5,10.0,11.1,8.0,65.0,9.500000142000001,-41.0,-111.0,14.0,21.3,3.0,-6.8,4.9,2.5,66.0,15.0,224.0,-71.8,28.5,,,,,,,,
4865,DANI-1998,1998-08-27 18:00:00,AL041998,DANI,80.0,85.0,21.8,-60.1,0.0,3.1,39.0,63.0,11.10000017,-46.0,-96.0,8.4,18.4,49.0,-8.9,5.7,2.4,68.5,15.0,134.0,-62.2,28.7,,,,,,,,
4866,DANI-1998,1998-08-28 00:00:00,AL041998,DANI,75.0,80.0,22.4,-61.7,-10.0,8.9,32.0,62.0,11.90000018,-54.0,-80.0,10.8,16.4,46.0,-10.9,5.8,2.2,65.2,15.0,207.0,-74.0,28.9,,,,,,,,
4867,DANI-1998,1998-08-28 06:00:00,AL041998,DANI,70.0,80.0,22.7,-63.2,-5.0,13.9,4.0,61.0,21.50000032,-56.0,-11.0,11.7,16.6,21.0,-7.2,6.0,2.4,66.3,15.0,276.0,-61.4,29.1,,,,,,,,
4868,DANI-1998,1998-08-28 12:00:00,AL041998,DANI,70.0,80.0,23.0,-64.4,0.0,4.6,21.0,58.0,16.40000024,-61.0,-37.0,5.1,13.1,25.0,-12.0,5.0,2.3,64.4,15.0,267.0,-72.8,29.2,,,,,,,,
4869,DANI-1998,1998-08-28 18:00:00,AL041998,DANI,70.0,80.0,23.4,-65.7,0.0,5.5,23.0,60.0,13.80000021,-63.0,-36.0,3.2,15.1,17.0,-16.4,5.5,2.3,62.5,15.0,237.0,-71.9,29.4,,,,,,,,
